local_government_code,postal_code_5digit,postal_code_7digit,prefecture_kana,address1_kana,address2_kana,prefecture_kanji,address1_kanji,address2_kanji,is_address2_has_multiple_postal_code,is_address2_has_multiple_sublocality,is_address2_includes_chome,is_postal_code_has_multiple_address2,updated_type,updated_reason_type
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ,山口県,下松市,東豊井,0,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ｴｸﾞﾁ),山口県,下松市,東豊井（江口）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ｶﾐﾄﾖｲ),山口県,下松市,東豊井（上豊井）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ｼﾓﾄﾖｲ),山口県,下松市,東豊井（下豊井）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ｶﾝﾀﾞﾏﾁ),山口県,下松市,東豊井（神田町）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ｺｲｶﾞﾊﾏ),山口県,下松市,東豊井（恋ケ浜）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ｼﾝﾏﾁ),山口県,下松市,東豊井（新町）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ｽﾊﾞﾅ),山口県,下松市,東豊井（洲鼻）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ｽﾐﾖｼﾁｮｳ),山口県,下松市,東豊井（住吉町）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ﾃﾗｻｺ),山口県,下松市,東豊井（寺迫）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ﾃﾗｻｺﾊﾝｼﾞｮｳ),山口県,下松市,東豊井（寺迫半上）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ﾆﾉﾐﾔﾁｮｳ),山口県,下松市,東豊井（二宮町）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ﾊﾅｶﾞｷ),山口県,下松市,東豊井（花垣）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ﾋｶﾞｼｶｲｶﾞﾝﾄﾞｵﾘ),山口県,下松市,東豊井（東海岸通り）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ﾋｶﾞｼﾄﾖｲｶｲｻｸ),山口県,下松市,東豊井（東豊井開作）,1,0,0,1,0,0
35207,744  ,7440002,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾋｶﾞｼﾄﾖｲ(ﾏﾂｶﾞﾐﾁｮｳ),山口県,下松市,東豊井（松神町）,1,0,0,1,0,0
