local_government_code,postal_code_5digit,postal_code_7digit,prefecture_kana,address1_kana,address2_kana,prefecture_kanji,address1_kanji,address2_kanji,is_address2_has_multiple_postal_code,is_address2_has_multiple_sublocality,is_address2_includes_chome,is_postal_code_has_multiple_address2,updated_type,updated_reason_type
07342,96904,9690402,ﾌｸｼﾏｹﾝ,ｲﾜｾｸﾞﾝｶｶﾞﾐｲｼﾏﾁ,ｲｹﾉﾀﾞｲ,福島県,岩瀬郡鏡石町,池の台,0,1,0,1,0,0
07342,96904,9690402,ﾌｸｼﾏｹﾝ,ｲﾜｾｸﾞﾝｶｶﾞﾐｲｼﾏﾁ,ｵｵﾐﾔ,福島県,岩瀬郡鏡石町,大宮,0,1,0,1,0,0
07342,96904,9690402,ﾌｸｼﾏｹﾝ,ｲﾜｾｸﾞﾝｶｶﾞﾐｲｼﾏﾁ,ｶﾜﾗ,福島県,岩瀬郡鏡石町,河原,0,1,0,1,0,0
07342,96904,9690402,ﾌｸｼﾏｹﾝ,ｲﾜｾｸﾞﾝｶｶﾞﾐｲｼﾏﾁ,ｷﾀﾏﾁ,福島県,岩瀬郡鏡石町,北町,0,1,0,1,0,0
07342,96904,9690402,ﾌｸｼﾏｹﾝ,ｲﾜｾｸﾞﾝｶｶﾞﾐｲｼﾏﾁ,ｼﾝﾏﾁ,福島県,岩瀬郡鏡石町,新町,0,1,0,1,0,0
07342,96904,9690402,ﾌｸｼﾏｹﾝ,ｲﾜｾｸﾞﾝｶｶﾞﾐｲｼﾏﾁ,ｽﾜﾏﾁ,福島県,岩瀬郡鏡石町,諏訪町,0,1,0,1,0,0
07342,96904,9690402,ﾌｸｼﾏｹﾝ,ｲﾜｾｸﾞﾝｶｶﾞﾐｲｼﾏﾁ,ﾅﾘﾀ,福島県,岩瀬郡鏡石町,成田,0,1,0,1,0,0
07342,96904,9690402,ﾌｸｼﾏｹﾝ,ｲﾜｾｸﾞﾝｶｶﾞﾐｲｼﾏﾁ,ﾅﾘﾀﾊﾗﾏﾁ,福島県,岩瀬郡鏡石町,成田原町,0,1,0,1,0,0
07342,96904,9690402,ﾌｸｼﾏｹﾝ,ｲﾜｾｸﾞﾝｶｶﾞﾐｲｼﾏﾁ,ﾅﾘﾀﾋｶﾞｼ,福島県,岩瀬郡鏡石町,成田東,0,1,0,1,0,0
07342,96904,9690402,ﾌｸｼﾏｹﾝ,ｲﾜｾｸﾞﾝｶｶﾞﾐｲｼﾏﾁ,ﾋｶﾞｼｶﾜﾗ,福島県,岩瀬郡鏡石町,東河原,0,1,0,1,0,0
