code,postal_old,postal_new,pref_kana,address1_kana,address2_kana,pref,address1,address2,is_multi_code,is_koaza,is_choume,is_multi_place,is_updated,update_reason
07208,96941,9694101,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｺﾌﾅｼﾞ,福島県,喜多方市,山都町小舟寺,0,1,0,0,0,0
07208,96941,9694102,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｲﾁｶﾜ,福島県,喜多方市,山都町一川,0,1,0,0,0,0
07208,96941,9694103,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｺﾊﾀ,福島県,喜多方市,山都町木幡,0,1,0,0,0,0
07208,96941,9694104,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁﾎｳﾗｲ,福島県,喜多方市,山都町蓬莱,0,1,0,0,0,0
07208,96941,9694105,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁﾐﾂｱｲ,福島県,喜多方市,山都町三津合,0,1,0,0,0,0
07208,96941,9694106,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｱｻｸﾗ,福島県,喜多方市,山都町朝倉,0,1,0,0,0,0
07208,96941,9694107,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｱｲｶﾜ,福島県,喜多方市,山都町相川,0,1,0,0,0,0
07208,96941,9694108,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｲﾁﾉｷ,福島県,喜多方市,山都町一ノ木,0,1,0,0,0,0
07208,96941,9694109,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁﾜｾﾀﾆ,福島県,喜多方市,山都町早稲谷,0,1,0,0,0,0
07208,96941,9694111,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｸﾗﾉｳｼﾛ,福島県,喜多方市,山都町蔵ノ後,0,0,0,0,0,0
07208,96941,9694112,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｳｴﾉﾊﾗﾐﾁﾋｶﾞｼ,福島県,喜多方市,山都町上ノ原道東,0,0,0,0,0,0
07208,96941,9694113,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｳｴﾉﾊﾗﾐﾁﾆｼ,福島県,喜多方市,山都町上ノ原道西,0,0,0,0,0,0
07208,96941,9694114,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｺﾔﾏ,福島県,喜多方市,山都町小山,0,0,0,0,0,0
07208,96941,9694115,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｺﾞｼﾞｭｳｶﾘ,福島県,喜多方市,山都町五十苅,0,0,0,0,0,0
07208,96941,9694116,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｼﾐｽﾞｳｴ,福島県,喜多方市,山都町清水上,0,0,0,0,0,0
07208,96941,9694117,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｼﾐｽﾞｼﾞﾘ,福島県,喜多方市,山都町清水尻,0,0,0,0,0,0
07208,96941,9694118,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁﾌﾙﾔｼｷ,福島県,喜多方市,山都町古屋敷,0,0,0,0,0,0
07208,96941,9694119,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｴﾄﾞﾂｶ,福島県,喜多方市,山都町江戸塚,0,0,0,0,0,0
07208,96941,9694121,ﾌｸｼﾏｹﾝ,ｷﾀｶﾀｼ,ﾔﾏﾄﾏﾁｵｵﾀ,福島県,喜多方市,山都町太田,0,0,0,0,0,0
