code,postal_old,postal_new,pref_kana,address1_kana,address2_kana,pref,address1,address2,is_multi_code,is_koaza,is_choume,is_multi_place,is_updated,update_reason
44212,87969,8796901,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁｳｽｵ,大分県,豊後大野市,清川町臼尾,0,0,0,0,0,0
44212,87969,8796902,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁｱﾏﾂﾞﾂﾐ,大分県,豊後大野市,清川町雨堤,0,0,0,0,0,0
44212,87969,8796903,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁｽﾅﾀﾞ,大分県,豊後大野市,清川町砂田,0,0,0,0,0,0
44212,87969,8796904,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁﾃﾝｼﾞﾝ,大分県,豊後大野市,清川町天神,0,0,0,0,0,0
44212,87969,8796905,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁﾐﾀﾏ,大分県,豊後大野市,清川町三玉,0,0,0,0,0,0
44212,87969,8796911,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁｳﾀｴﾀﾞ,大分県,豊後大野市,清川町宇田枝,0,0,0,0,0,0
44212,87969,8796912,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁﾑｸｻ,大分県,豊後大野市,清川町六種,0,0,0,0,0,0
44212,87969,8796913,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁﾋﾗｲｼ,大分県,豊後大野市,清川町平石,0,0,0,0,0,0
44212,87969,8796914,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁｿｳﾁ,大分県,豊後大野市,清川町左右知,0,0,0,0,0,0
44212,87972,8796921,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁﾌｾﾉ,大分県,豊後大野市,清川町伏野,0,0,0,0,0,0
44212,87972,8796922,ｵｵｲﾀｹﾝ,ﾌﾞﾝｺﾞｵｵﾉｼ,ｷﾖｶﾜﾏﾁｵｵｼﾛﾀﾆ,大分県,豊後大野市,清川町大白谷,0,0,0,0,0,0
