local_government_code,postal_code_5digit,postal_code_7digit,prefecture_kana,address1_kana,address2_kana,prefecture_kanji,address1_kanji,address2_kanji,is_address2_has_multiple_postal_code,is_address2_has_multiple_sublocality,is_address2_includes_chome,is_postal_code_has_multiple_address2,updated_type,updated_reason_type
36388,77504,7750411,ﾄｸｼﾏｹﾝ,ｶｲﾌｸﾞﾝｶｲﾖｳﾁｮｳ,ﾋﾗｲ,徳島県,海部郡海陽町,平井,0,1,0,0,0,0
36388,77504,7750412,ﾄｸｼﾏｹﾝ,ｶｲﾌｸﾞﾝｶｲﾖｳﾁｮｳ,ｵｶﾞﾜ,徳島県,海部郡海陽町,小川,0,1,0,0,0,0
36388,77504,7750413,ﾄｸｼﾏｹﾝ,ｶｲﾌｸﾞﾝｶｲﾖｳﾁｮｳ,ｺｳﾉ,徳島県,海部郡海陽町,神野,0,1,0,0,0,0
36388,77504,7750414,ﾄｸｼﾏｹﾝ,ｶｲﾌｸﾞﾝｶｲﾖｳﾁｮｳ,ﾜｶﾏﾂ,徳島県,海部郡海陽町,若松,0,1,0,0,0,0
36388,77504,7750415,ﾄｸｼﾏｹﾝ,ｶｲﾌｸﾞﾝｶｲﾖｳﾁｮｳ,ｱｲｶﾜ,徳島県,海部郡海陽町,相川,0,1,0,0,0,0
