code,postal_old,postal_new,pref_kana,address1_kana,address2_kana,pref,address1,address2,is_multi_code,is_koaza,is_choume,is_multi_place,is_updated,update_reason
32201,69901,6990101,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳｲﾔ,島根県,松江市,東出雲町揖屋,0,0,0,0,0,0
32201,69901,6990102,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳｼﾓｲﾄｳ,島根県,松江市,東出雲町下意東,0,0,0,0,0,0
32201,69901,6990103,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳｶﾐｲﾄｳ,島根県,松江市,東出雲町上意東,0,0,0,0,0,0
32201,69901,6990104,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳｽﾀ,島根県,松江市,東出雲町須田,0,0,0,0,0,0
32201,69901,6990105,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳｳﾁｳﾏ,島根県,松江市,東出雲町内馬,0,0,0,0,0,0
32201,69901,6990106,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳｶｽｶﾞ,島根県,松江市,東出雲町春日,0,0,0,0,0,0
32201,69901,6990107,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳｲﾏﾐﾔ,島根県,松江市,東出雲町今宮,0,0,0,0,0,0
32201,69901,6990108,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳｱﾀﾞｶｴ,島根県,松江市,東出雲町出雲郷,0,0,0,0,0,0
32201,69901,6990109,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳﾆｼｷﾊﾏ,島根県,松江市,東出雲町錦浜,0,0,0,0,0,0
32201,69901,6990110,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳﾆｼｷｼﾝﾏﾁ,島根県,松江市,東出雲町錦新町,0,0,1,0,0,0
32201,69901,6990111,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳｲｳﾅﾝ,島根県,松江市,東出雲町意宇南,0,0,1,0,0,0
32201,69901,6990112,ｼﾏﾈｹﾝ,ﾏﾂｴｼ,ﾋｶﾞｼｲｽﾞﾓﾁｮｳｲｳﾋｶﾞｼ,島根県,松江市,東出雲町意宇東,0,0,1,0,0,0
