code,postal_old,postal_new,pref_kana,address1_kana,address2_kana,pref,address1,address2,is_multi_code,is_koaza,is_choume,is_multi_place,is_updated,update_reason
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ｱｵｲﾀﾞﾆ,富山県,射水市,青井谷,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ｱｵｲﾀﾞﾆ(ｱﾗﾔｼｷ),富山県,射水市,青井谷（新屋敷）,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ｱｵｲﾀﾞﾆ(ｺﾞｶﾝﾉ),富山県,射水市,青井谷（五官野）,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ｱｵｲﾀﾞﾆ(ｻﾝﾉ),富山県,射水市,青井谷（三野）,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ｱｵｲﾀﾞﾆ(ﾆｼﾀﾆ),富山県,射水市,青井谷（西谷）,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ｱｵｲﾀﾞﾆ(ﾐｽﾞｶﾐﾀﾆ),富山県,射水市,青井谷（水上谷）,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ｼｭｸﾔ,富山県,射水市,宿屋,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ｼﾞｮｳﾄﾞｼﾞ,富山県,射水市,浄土寺,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ｼﾞｮｳﾄﾞｼﾞ(ﾊﾔｼﾃﾞﾗ),富山県,射水市,浄土寺（林寺）,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ｼﾞｮｳﾄﾞｼﾞ(ﾋｶﾞｼﾀﾆ),富山県,射水市,浄土寺（東谷）,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ﾆｭｳｶｲﾁ,富山県,射水市,入会地,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ﾉﾃﾞ,富山県,射水市,野手,0,0,0,1,0,0
16211,93903,9390321,ﾄﾔﾏｹﾝ,ｲﾐｽﾞｼ,ﾘｭｳﾂｳｾﾝﾀｰ(ｱｵｲﾀﾞﾆ1､2ﾁｮｳﾒ),富山県,射水市,流通センター（青井谷１、２丁目）,0,0,1,1,0,0
