local_government_code,postal_code_5digit,postal_code_7digit,prefecture_kana,address1_kana,address2_kana,prefecture_kanji,address1_kanji,address2_kanji,is_address2_has_multiple_postal_code,is_address2_has_multiple_sublocality,is_address2_includes_chome,is_postal_code_has_multiple_address2,updated_type,updated_reason_type
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ,山口県,下松市,西豊井,0,0,0,1,0,0
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ(ｱｲｵｲﾁｮｳ),山口県,下松市,西豊井（相生町）,1,0,0,1,0,0
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ(ｱｻﾋﾏﾁ),山口県,下松市,西豊井（旭町）,1,0,0,1,0,0
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ(ｻｲﾜｲﾁｮｳ),山口県,下松市,西豊井（幸町）,1,0,0,1,0,0
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ(ｼｵﾐﾁｮｳ),山口県,下松市,西豊井（汐見町）,1,0,0,1,0,0
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ(ﾀｶｻｺﾞﾁｮｳ),山口県,下松市,西豊井（高砂町）,1,0,0,1,0,0
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ(ﾄｺﾛﾀﾞ),山口県,下松市,西豊井（所田）,1,0,0,1,0,0
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ(ﾎﾝﾏﾁ),山口県,下松市,西豊井（本町）,1,0,0,1,0,0
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ(ﾐﾔｺﾏﾁ),山口県,下松市,西豊井（都町）,1,0,0,1,0,0
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ(ﾓﾄﾏﾁﾋｶﾞｼ),山口県,下松市,西豊井（元町東）,1,0,0,1,0,0
35207,744  ,7440011,ﾔﾏｸﾞﾁｹﾝ,ｸﾀﾞﾏﾂｼ,ﾆｼﾄﾖｲ(ﾓﾄﾏﾁﾆｼ),山口県,下松市,西豊井（元町西）,1,0,0,1,0,0
